Date,Country/Region,Confirmed,Recovered,Deaths
2020-05-19,India,106475,42309.0,3302
2020-05-20,India,112028,45422.0,3434
2020-05-21,India,118226,48553.0,3584
2020-05-22,India,124794,51824.0,3726
2020-05-23,India,131423,54385.0,3868
2020-05-24,India,138536,57692.0,4024
2020-05-25,India,144950,60706.0,4172
2020-05-26,India,150793,64277.0,4344
2020-05-27,India,158086,67749.0,4534
2020-05-28,India,165386,70920.0,4711
2020-05-29,India,173491,82627.0,4980
2020-05-30,India,181827,86936.0,5185
2020-05-31,India,190609,91852.0,5408
2020-06-01,India,198370,95754.0,5608
2020-06-02,India,207191,100285.0,5829
2020-06-03,India,216824,104071.0,6088
2020-06-04,India,226713,108450.0,6363
2020-06-05,India,236184,113233.0,6649
2020-06-06,India,246622,118695.0,6946
2020-06-07,India,257486,123848.0,7207
2020-06-08,India,265928,129095.0,7473
2020-06-09,India,276146,134670.0,7750
2020-06-10,India,286605,135206.0,8102
2020-06-11,India,297535,147195.0,8498
2020-06-12,India,308993,154330.0,8884
2020-06-13,India,320922,162379.0,9195
2020-06-14,India,332424,169798.0,9520
2020-06-15,India,343091,180013.0,9900
2020-06-16,India,354065,186935.0,11903
2020-06-17,India,366946,194325.0,12237
2020-06-18,India,380532,204711.0,12573
2020-06-19,India,395048,213831.0,12948
2020-06-20,India,410451,227728.0,13254
2020-06-21,India,425282,237196.0,13699
2020-06-22,India,440215,248190.0,14011
2020-06-23,India,456183,258685.0,14476
2020-06-24,India,473105,271697.0,14894
2020-06-25,India,490401,285637.0,15301
2020-06-26,India,508953,295881.0,15685
2020-06-27,India,528859,309713.0,16095
2020-06-28,India,548318,321723.0,16475
2020-06-29,India,566840,334822.0,16893
2020-06-30,India,585481,347912.0,17400
2020-07-01,India,604641,359860.0,17834
2020-07-02,India,625544,379892.0,18213
2020-07-03,India,648315,394227.0,18655
2020-07-04,India,673165,409083.0,19268
2020-07-05,India,697413,424433.0,19693
2020-07-06,India,719664,439934.0,20159
2020-07-07,India,742417,456831.0,20642
2020-07-08,India,767296,476378.0,21129
2020-07-09,India,793802,495513.0,21604
2020-07-10,India,820916,515386.0,22123
2020-07-11,India,849522,534618.0,22673
2020-07-12,India,878254,553471.0,23174
2020-07-13,India,906752,571460.0,23727
2020-07-14,India,936181,592032.0,24309
2020-07-15,India,968857,612768.0,24914
2020-07-16,India,1003832,635757.0,25602
2020-07-17,India,1039084,653751.0,26273
2020-07-18,India,1077781,677423.0,26816
2020-07-19,India,1118206,700087.0,27497
2020-07-20,India,1155338,724578.0,28082
2020-07-21,India,1193078,753050.0,28732
2020-07-22,India,1238798,782607.0,29861
2020-07-23,India,1288108,817209.0,30601
2020-07-24,India,1337024,849432.0,31358
2020-07-25,India,1385635,885573.0,32060
2020-07-26,India,1435616,917568.0,32771
2020-07-27,India,1480073,951166.0,33408
2020-07-28,India,1531669,988029.0,34193
2020-07-29,India,1581963,1019735.0,34955
2020-07-30,India,1634746,1055348.0,35718
2020-07-31,India,1695988,1094374.0,36511
2020-08-01,India,1750723,1145629.0,37364
2020-08-02,India,1803695,1186203.0,38135
2020-08-03,India,1855745,1230509.0,38938
2020-08-04,India,1908254,1282215.0,39795
2020-08-05,India,1964536,1328336.0,40699
2020-08-06,India,2027074,1378105.0,41585
2020-08-07,India,2088611,1427005.0,42518
2020-08-08,India,2153010,1480884.0,43379
2020-08-09,India,2215074,1535743.0,44386
2020-08-10,India,2268675,1583489.0,45257
2020-08-11,India,2329638,1639599.0,46091
2020-08-12,India,2396637,1695982.0,47033
2020-08-13,India,2461190,1751555.0,48040
2020-08-14,India,2525922,1808936.0,49036
2020-08-15,India,2589952,1862258.0,49980
2020-08-16,India,2647663,1919842.0,50921
2020-08-17,India,2702681,1977671.0,51797
2020-08-18,India,2767253,2037816.0,52888
2020-08-19,India,2836925,2096664.0,53866
2020-08-20,India,2905825,2158946.0,54849
2020-08-21,India,2975701,2222577.0,55794
2020-08-22,India,3044940,2280566.0,56706
2020-08-23,India,3106348,2338035.0,57542
2020-08-24,India,3167323,2404585.0,58390
2020-08-25,India,3224547,2458339.0,59357
2020-08-26,India,3310234,2523771.0,60472
2020-08-27,India,3387500,2583948.0,61529
2020-08-28,India,3463972,2648998.0,62550
2020-08-29,India,3542733,2713933.0,63498
2020-08-30,India,3621245,2774801.0,64469
2020-08-31,India,3691166,2839882.0,65288
2020-09-01,India,3769523,2901908.0,66333
2020-09-02,India,3853406,2970492.0,67376
2020-09-03,India,3936747,3037151.0,68472
2020-09-04,India,4023179,3107223.0,69561
2020-09-05,India,4113811,3180865.0,70626
2020-09-06,India,4204613,3250429.0,71642
2020-09-07,India,4280422,3323950.0,72775
2020-09-08,India,4370128,3398844.0,73890
2020-09-09,India,4465863,3471783.0,75062
2020-09-10,India,4562414,3542663.0,76271
2020-09-11,India,4659984,3624196.0,77472
2020-09-12,India,4754356,3702595.0,78586
2020-09-13,India,4846427,3780107.0,79722
2020-09-14,India,4930236,3859399.0,80776
2020-09-15,India,5020359,3942360.0,82066
2020-09-16,India,5118253,4025079.0,83198
2020-09-17,India,5214677,4112551.0,84372
2020-09-18,India,5308014,4208431.0,85619
2020-09-19,India,5400619,4303043.0,86752
2020-09-20,India,5487580,4396399.0,87882
2020-09-21,India,5562663,4497867.0,88935
2020-09-22,India,5646010,4587613.0,90020
2020-09-23,India,5732518,4674987.0,91149
2020-09-24,India,5818570,4756164.0,92290
2020-09-25,India,5903932,4849584.0,93379
2020-09-26,India,5992532,4941627.0,94503
2020-09-27,India,6074702,5016520.0,95542
2020-09-28,India,6145291,5101397.0,96318
2020-09-29,India,6225763,5187825.0,97497
2020-09-30,India,6312584,5273201.0,98678
2020-10-01,India,6394068,5352078.0,99773
2020-10-02,India,6473544,5427706.0,100842
